molid,identifiere,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,bigW,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr07,D/Dr08,D/Dr09,D/Dr10,D/Dr11,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..O),T(O..S),T(O..P),T(O..F),T(O..Cl),T(O..Br),T(O..I),T(S..S),T(S..P),T(S..F),T(S..Cl),T(S..Br),T(S..I),T(P..P),T(P..F),T(P..Cl),T(P..Br),T(P..I),T(F..F),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),T(Br..I),T(I..I)
859,C10H16O,50.0,106.0,56.0,98.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,23.0,3.0,12.0,36.887,29.273,0.314,652.0,941.0,554.0,1016.0,11.121,5.9390000000000001,161.0,2.927,16.684000000000001,25.867000000000001,141.59999999999999,0.0,2.4319999999999999,1.609,379.0,19.056999999999999,254.0,840.0,10.622,37.383000000000003,393.0,145.25,145.25299999999999,151.26900000000001,145.267,152.501,2.2890000000000001,2.548,2.5470000000000002,2.4620000000000002,2.5470000000000002,2.4460000000000002,1.268,4.2329999999999997,8.9760000000000009,17.408999999999999,38.054000000000002,8.5120000000000005,3.7050000000000001,1.921,2.867,1.22,0.55400000000000005,0.32500000000000001,0.16600000000000001,0.075999999999999998,1.0,108.0,56.0,5.0910000000000002,0.82599999999999996,5.0739999999999998,20.0,102.0,24.0,13.0,1.7689999999999999,1.79,0.0,0.0,30.440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,C11H18O2,68.0,142.0,80.0,130.0,11.0,8.9589999999999996,1.8140000000000001,1.992,0.33400000000000002,28.0,5.0,20.0,45.704999999999998,34.154000000000003,0.252,974.0,1423.0,916.0,1743.0,12.628,6.5030000000000001,222.0,2.8460000000000001,22.472999999999999,36.100000000000001,149.31399999999999,9.6110000000000007,1.1990000000000001,3.5550000000000002,496.0,26.029,614.0,2850.0,5.1459999999999999,30.558,1399.0,206.5,206.524,236.98599999999999,206.63,242.405,2.0619999999999998,2.198,2.198,1.9430000000000001,2.1970000000000001,1.907,1.6020000000000001,4.4969999999999999,13.227,21.495999999999999,48.106000000000002,9.202,3.4140000000000001,1.6439999999999999,2.4169999999999998,1.1459999999999999,0.59399999999999997,0.34999999999999998,0.185,0.109,1.0,128.0,62.0,4.7690000000000001,0.746,4.9109999999999996,25.0,119.0,21.0,10.0,0.77300000000000002,1.8260000000000001,0.0,0.0,0.0,50.688000000000002,0.0,0.0,0.0,43.706000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,C12H18O2,76.0,162.0,91.0,152.0,13.0,9.2460000000000004,1.732,1.9359999999999999,0.32900000000000001,30.0,6.0,18.0,52.558999999999997,43.570999999999998,0.28199999999999997,1306.0,1980.0,1221.0,2607.0,14.023999999999999,8.2149999999999999,305.0,3.3519999999999999,23.771999999999998,38.856999999999999,251.0,15.042,2.774,2.996,813.0,27.510000000000002,543.0,2226.0,13.082000000000001,56.156999999999996,1449.0,266.625,266.67599999999999,362.334,266.89600000000002,381.91699999999997,1.881,2.1389999999999998,2.1389999999999998,1.6180000000000001,2.137,1.5429999999999999,1.8420000000000001,3.718,12.406000000000001,20.719999999999999,51.302999999999997,9.9139999999999997,3.1989999999999998,1.556,2.2650000000000001,1.0680000000000001,0.60799999999999998,0.33600000000000002,0.154,0.085999999999999993,0.75,170.0,82.0,5.8570000000000002,0.89800000000000002,7.306,31.0,176.0,30.0,20.0,1.6040000000000001,1.9239999999999999,0.0,26.132000000000001,0.0,83.308000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,C9H14O,34.0,94.0,32.0,69.0,0.0,5.5449999999999999,1.667,1.7410000000000001,0.42499999999999999,21.0,0.0,7.0,34.732999999999997,33.0,0.45100000000000001,604.0,1042.0,489.0,1282.0,11.053000000000001,5.0599999999999996,165.0,3.6669999999999998,12.569000000000001,19.289999999999999,165.0,-15.1,4.0860000000000003,0.0,495.0,14.141999999999999,165.0,495.0,14.141999999999999,45.0,165.0,138.375,138.37799999999999,143.792,138.38999999999999,144.90100000000001,2.6480000000000001,3.133,3.133,3.0430000000000001,3.133,3.0259999999999998,1.1910000000000001,2.7890000000000001,6.3310000000000004,15.897,31.219000000000001,9.1560000000000006,8.1560000000000006,8.3179999999999996,7.4669999999999996,1.2230000000000001,0.46700000000000003,0.22900000000000001,0.106,0.050999999999999997,0.80000000000000004,122.0,70.0,7.0,1.2,6.4000000000000004,25.0,80.0,20.0,20.0,2.3220000000000001,2.3220000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,C13H22O,78.0,122.0,96.0,137.0,14.0,9.1289999999999996,1.714,1.919,0.33100000000000002,29.0,6.0,25.0,50.098999999999997,36.429000000000002,0.22700000000000001,1098.0,1334.0,1008.0,1403.0,13.33,7.601,255.0,2.802,25.273,41.649999999999999,186.93299999999999,11.202,1.2689999999999999,3.4009999999999998,553.0,29.581,551.0,2226.0,9.6340000000000003,46.963000000000001,1286.0,232.25,232.28100000000001,291.24099999999999,232.417,303.31099999999998,2.274,2.5049999999999999,2.5049999999999999,2.0019999999999998,2.5030000000000001,1.9279999999999999,1.1899999999999999,2.7490000000000001,8.6050000000000004,21.042000000000002,51.302999999999997,10.227,3.0960000000000001,1.3700000000000001,2.2610000000000001,1.1659999999999999,0.621,0.38500000000000001,0.19500000000000001,0.090999999999999998,1.0,134.0,66.0,4.7140000000000004,0.65300000000000002,5.367,24.0,174.0,26.0,17.0,0.78800000000000003,1.6890000000000001,0.0,0.0,29.317,40.563000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,C9H14O2,56.0,130.0,64.0,117.0,9.0,8.1479999999999997,2.0,2.097,0.34999999999999998,24.0,3.0,14.0,35.774999999999999,26.181999999999999,0.27800000000000002,664.0,1031.0,638.0,1325.0,10.797000000000001,3.371,144.0,2.6179999999999999,18.242999999999999,27.632999999999999,91.143000000000001,6.8879999999999999,1.2070000000000001,3.5550000000000002,305.0,20.780999999999999,424.0,1903.0,2.6589999999999998,19.945,942.0,127.75,127.779,164.755,127.90300000000001,171.40600000000001,1.9319999999999999,2.1579999999999999,2.1579999999999999,1.6919999999999999,2.1560000000000001,1.635,1.645,3.8959999999999999,11.294,14.523999999999999,38.054000000000002,7.2939999999999996,2.9399999999999999,1.4570000000000001,1.9490000000000001,1.139,0.57099999999999995,0.32500000000000001,0.17699999999999999,0.10100000000000001,1.0,108.0,51.0,4.6360000000000001,0.76000000000000001,3.3220000000000001,20.0,68.0,15.0,2.0,0.629,1.823,0.0,0.0,0.0,40.529000000000003,0.0,0.0,0.0,34.804000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,C5H12S,20.0,19.309000000000001,18.0,16.667000000000002,1.0,2.4849999999999999,1.385,1.5129999999999999,0.63400000000000001,12.0,1.0,3.0,14.07,10.667,0.432,118.0,111.97499999999999,73.0,64.555999999999997,5.6989999999999998,3.508,32.0,2.133,6.7080000000000002,9.0,32.0,-5.0679999999999996,2.052,0.0,58.0,7.367,32.0,58.0,7.367,15.0,32.0,28.875,28.872,31.594999999999999,31.645,30.035,2.6269999999999998,2.8900000000000001,2.8900000000000001,2.6579999999999999,2.6539999999999999,2.7839999999999998,0.74099999999999999,0.95599999999999996,2.4940000000000002,5.8310000000000004,15.51,6.351,3.5379999999999998,5.649,3.7440000000000002,1.78,0.503,0.20200000000000001,0.078,0.0,1.0,31.0,20.0,3.3330000000000002,0.66700000000000004,2.0,8.0,16.0,6.0,14.0,1.4590000000000001,1.4590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,C8H10O2,44.0,142.0,49.0,127.0,5.0,6.3559999999999999,1.7649999999999999,1.8879999999999999,0.39700000000000002,22.0,2.0,12.0,31.332000000000001,23.399999999999999,0.30199999999999999,484.0,892.0,408.0,1183.0,9.8889999999999993,4.532,117.0,2.6000000000000001,14.952999999999999,22.600000000000001,94.167000000000002,0.0,1.4359999999999999,1.792,243.0,17.0,217.0,713.0,7.4039999999999999,27.297999999999998,326.0,82.167000000000002,82.198999999999998,142.36099999999999,82.337000000000003,154.678,2.3399999999999999,3.3540000000000001,3.3530000000000002,2.0710000000000002,3.3479999999999999,1.923,0.89800000000000002,1.5109999999999999,6.0449999999999999,7.8559999999999999,23.219000000000001,7.2519999999999998,3.3460000000000001,1.5669999999999999,2.427,0.91600000000000004,0.53400000000000003,0.34399999999999997,0.182,0.076999999999999999,0.66700000000000004,80.0,42.0,4.2000000000000002,0.64000000000000001,3.6800000000000002,17.0,64.0,14.0,9.0,1.2609999999999999,1.522,0.0,0.0,0.0,30.513999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,C9H16O2,50.0,124.0,55.0,108.0,6.0,6.7619999999999996,1.6919999999999999,1.849,0.38500000000000001,24.0,3.0,11.0,37.149000000000001,30.0,0.32400000000000001,668.0,1055.0,570.0,1195.0,11.206,6.0229999999999997,165.0,3.0,16.594000000000001,25.675999999999998,143.19999999999999,0.0,2.5,1.609,401.0,18.925999999999998,250.0,810.0,10.667,38.386000000000003,393.0,151.25,151.27199999999999,193.386,151.369,202.00800000000001,2.2280000000000002,2.427,2.427,1.8899999999999999,2.4249999999999998,1.8140000000000001,1.6819999999999999,3.8050000000000002,11.369,18.564,38.054000000000002,8.7300000000000004,3.8650000000000002,2.298,3.0680000000000001,1.2090000000000001,0.55200000000000005,0.307,0.16500000000000001,0.083000000000000004,0.75,117.0,61.0,5.5449999999999999,0.85999999999999999,5.6360000000000001,21.0,99.0,24.0,13.0,1.7689999999999999,1.9359999999999999,0.0,0.0,30.440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,C5H7SNO,36.0,102.444,39.0,82.0,5.0,4.9699999999999998,1.714,1.861,0.44900000000000001,17.5,2.0,6.0,21.795999999999999,15.5,0.32500000000000001,270.0,478.77800000000002,217.0,535.66700000000003,7.6769999999999996,3.5649999999999999,62.0,2.214,11.417,16.0,51.0,0.0,1.631,1.609,114.0,12.733000000000001,106.0,286.0,6.1239999999999997,18.082999999999998,159.0,42.25,42.246000000000002,60.732999999999997,50.624000000000002,58.603999999999999,2.242,3.339,3.3399999999999999,2.3029999999999999,2.7480000000000002,2.4199999999999999,1.5629999999999999,3.4940000000000002,8.9190000000000005,8.4239999999999995,24.0,5.8310000000000004,2.3140000000000001,1.3340000000000001,1.6870000000000001,1.302,0.56299999999999994,0.31,0.13900000000000001,0.040000000000000001,1.0,51.0,27.0,3.375,0.625,2.5,11.0,36.0,8.0,6.0,1.25,1.4059999999999999,0.0,0.0,19.667000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,C4H8S2O2,36.0,76.888999999999996,38.0,48.667000000000002,5.0,4.9699999999999998,1.714,1.861,0.44900000000000001,18.0,2.0,7.0,21.826000000000001,15.5,0.32700000000000001,272.0,435.55599999999998,222.0,504.66699999999997,7.6630000000000003,3.6269999999999998,62.0,2.214,11.443,16.033000000000001,44.667000000000002,0.0,1.1399999999999999,1.792,115.0,12.766999999999999,122.0,349.0,4.2240000000000002,15.933,182.0,38.5,38.493000000000002,72.760999999999996,56.276000000000003,66.224000000000004,2.1920000000000002,3.585,3.5859999999999999,1.9670000000000001,2.387,2.238,1.5940000000000001,2.8580000000000001,11.432,11.781000000000001,16.0,6.7389999999999999,2.9630000000000001,2.1859999999999999,2.496,1.6799999999999999,0.56699999999999995,0.28799999999999998,0.122,0.080000000000000002,0.66700000000000004,58.0,30.0,3.75,0.75,2.25,14.0,12.0,6.0,5.0,0.875,1.5,0.0,0.0,0.0,22.132999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,C6H14S2,30.0,22.888999999999999,28.0,16.443999999999999,2.0,3.5840000000000001,1.4119999999999999,1.5649999999999999,0.52800000000000002,16.0,2.0,5.0,23.187000000000001,18.5,0.39800000000000002,270.0,225.55600000000001,191.0,136.77799999999999,8.1329999999999991,5.3250000000000002,74.0,2.6429999999999998,9.9659999999999993,14.467000000000001,74.0,-8.5830000000000002,2.6819999999999999,0.0,161.0,11.167,74.0,161.0,11.167,28.0,74.0,41.5,41.478999999999999,69.079999999999998,69.680000000000007,52.100999999999999,2.9279999999999999,5.7430000000000003,5.7460000000000004,3.161,3.1309999999999998,4.367,0.56699999999999995,0.222,2.2690000000000001,10.59,12.0,8.7010000000000005,4.5679999999999996,7.8769999999999998,4.968,2.2389999999999999,0.54600000000000004,0.20300000000000001,0.074999999999999997,0.058999999999999997,0.66700000000000004,56.0,34.0,4.25,0.75,3.5,14.0,36.0,8.0,24.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,C4H8S2,24.0,16.888999999999999,24.0,13.333,3.0,4.1589999999999998,2.0,2.0,0.48999999999999999,12.0,0.0,3.0,13.183,9.0,0.35599999999999998,132.0,100.889,108.0,65.332999999999998,5.3819999999999997,0.0,27.0,1.8,7.8330000000000002,10.0,17.5,0.0,0.66700000000000004,1.792,42.0,8.5,63.0,168.0,1.5,7.2000000000000002,90.0,15.75,15.741,25.541,25.722000000000001,19.923999999999999,2.0,3.4289999999999998,3.431,2.1139999999999999,2.0990000000000002,2.71,0.12,0.24099999999999999,0.96299999999999997,3.5649999999999999,5.5099999999999998,4.851,2.806,1.8220000000000001,2.2679999999999998,2.2320000000000002,0.5,0.25,0.125,0.063,0.0,36.0,18.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,C6H14S,22.0,21.309000000000001,20.0,19.111000000000001,0.0,3.4660000000000002,1.556,1.641,0.53700000000000003,14.0,0.0,4.0,19.248999999999999,16.0,0.47099999999999997,204.0,193.97499999999999,146.0,130.0,7.2969999999999997,3.6269999999999998,56.0,2.6669999999999998,7.9900000000000002,11.15,56.0,-7.4980000000000002,2.8849999999999998,0.0,126.0,8.8140000000000001,56.0,126.0,8.8140000000000001,21.0,56.0,52.25,52.247,55.514000000000003,55.573999999999998,53.640999999999998,2.4470000000000001,2.589,2.589,2.4649999999999999,2.4620000000000002,2.5339999999999998,0.44400000000000001,0.871,2.1840000000000002,7.758,19.651,7.351,6.351,6.351,6.6689999999999996,1.8280000000000001,0.45200000000000001,0.219,0.097000000000000003,0.042999999999999997,1.0,54.0,33.0,4.7140000000000004,0.89800000000000002,2.8570000000000002,12.0,28.0,9.0,13.0,1.95,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,C3H8S,10.0,6.444,8.0,4.0,0.0,1.3859999999999999,1.333,1.4139999999999999,0.84899999999999998,8.0,0.0,1.0,6.3559999999999999,5.0,0.52700000000000002,38.0,29.111000000000001,19.0,12.333,3.161,1.893,10.0,1.667,3.6110000000000002,4.3330000000000002,10.0,-2.4990000000000001,1.7070000000000001,0.0,15.0,3.8330000000000002,10.0,15.0,3.8330000000000002,6.0,10.0,5.625,5.6210000000000004,9.4329999999999998,9.5030000000000001,7.2480000000000002,1.9750000000000001,3.6389999999999998,3.641,2.0979999999999999,2.0819999999999999,2.766,0.26400000000000001,0.14399999999999999,0.52800000000000002,1.581,8.0,4.351,3.351,4.0910000000000002,3.6440000000000001,2.798,0.41699999999999998,0.16700000000000001,0.0,0.0,0.5,14.0,10.0,2.5,0.5,1.0,4.0,4.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,C2H6SO,12.0,38.444000000000003,9.0,5.3330000000000002,1.0,1.099,1.2,1.3160000000000001,0.95399999999999996,9.0,1.0,0.0,5.9269999999999996,4.5,0.45600000000000002,36.0,80.444000000000003,15.0,31.332999999999998,2.8940000000000001,2.0390000000000001,9.0,1.5,3.75,4.5,9.0,-2.2490000000000001,1.0,0.0,12.0,4.0,9.0,12.0,4.0,6.0,9.0,2.6720000000000002,2.669,8.2070000000000007,6.6239999999999997,5.6440000000000001,2.3239999999999998,7.9000000000000004,7.9100000000000001,2.548,3.1859999999999999,3.706,1.833,2.556,5.1109999999999998,3.1139999999999999,6.0,4.1559999999999997,1.4730000000000001,0.0,1.53,2.9489999999999998,0.5,0.0,0.0,0.0,1.0,9.0,7.0,1.75,0.375,0.75,3.0,6.0,2.0,10.0,0.81100000000000005,0.81100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,C3H8S,12.0,11.308999999999999,9.0,7.6669999999999998,1.0,1.099,1.2,1.3160000000000001,0.95399999999999996,8.0,1.0,0.0,5.9269999999999996,4.5,0.45600000000000002,36.0,33.085999999999999,15.0,11.888999999999999,2.8940000000000001,2.0390000000000001,9.0,1.5,3.75,4.5,9.0,-2.2490000000000001,1.0,0.0,12.0,4.0,9.0,12.0,4.0,6.0,9.0,7.125,7.1230000000000002,8.7569999999999997,8.7870000000000008,7.8209999999999997,2.3239999999999998,2.9630000000000001,2.9630000000000001,2.3889999999999998,2.3799999999999999,2.6819999999999999,0.80600000000000005,0.74399999999999999,1.611,1.923,6.0,4.351,1.649,0.0,1.794,1.929,0.5,0.0,0.0,0.0,1.0,9.0,7.0,1.75,0.375,0.75,3.0,6.0,2.0,10.0,0.81100000000000005,0.81100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,C6H10O,22.0,66.0,20.0,46.0,0.0,3.4660000000000002,1.556,1.641,0.53700000000000003,15.0,0.0,4.0,19.248999999999999,16.0,0.47099999999999997,204.0,386.0,146.0,440.0,7.2969999999999997,3.6269999999999998,56.0,2.6669999999999998,7.9900000000000002,11.15,56.0,-7.4980000000000002,2.8849999999999998,0.0,126.0,8.8140000000000001,56.0,126.0,8.8140000000000001,21.0,56.0,43.5,43.503999999999998,50.722999999999999,43.520000000000003,52.201000000000001,2.4470000000000001,3.1739999999999999,3.1739999999999999,2.8100000000000001,3.173,2.7469999999999999,1.371,2.1720000000000002,4.3440000000000003,6.0869999999999997,19.651,6.4420000000000002,5.4420000000000002,5.4420000000000002,5.0069999999999997,1.151,0.45200000000000001,0.219,0.097000000000000003,0.042999999999999997,1.0,54.0,33.0,4.7140000000000004,0.89800000000000002,2.8570000000000002,12.0,28.0,9.0,13.0,1.95,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,C15H24O2,70.0,180.0,72.0,155.0,4.0,9.2460000000000004,1.569,1.7230000000000001,0.32900000000000001,36.0,4.0,18.0,74.097999999999999,79.765000000000001,0.35299999999999998,2510.0,3814.0,2184.0,4712.0,18.021000000000001,12.340999999999999,678.0,4.9850000000000003,25.172999999999998,44.978999999999999,678.0,-35.701999999999998,5.4089999999999998,0.0,2638.0,29.393999999999998,678.0,2638.0,29.393999999999998,136.0,678.0,562.0,562.09199999999998,735.36000000000001,562.49099999999999,770.83199999999999,3.4689999999999999,4.1950000000000003,4.194,3.1589999999999998,4.1909999999999998,3.0089999999999999,1.9019999999999999,4.3300000000000001,12.798999999999999,56.869999999999997,65.486999999999995,15.856999999999999,8.9469999999999992,8.6430000000000007,8.3450000000000006,1.1359999999999999,0.55200000000000005,0.28100000000000003,0.105,0.043999999999999997,1.0,294.0,161.0,9.4710000000000001,1.619,13.986000000000001,59.0,353.0,48.0,57.0,2.5870000000000002,2.7330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,C8H14O2,38.0,124.0,39.0,101.0,2.0,4.9699999999999998,1.5,1.6439999999999999,0.44900000000000001,22.0,2.0,10.0,32.863999999999997,27.399999999999999,0.36299999999999999,496.0,868.0,377.0,939.0,10.388,6.4400000000000004,137.0,3.044,13.352,20.725999999999999,137.0,-12.538,2.8620000000000001,0.0,335.0,15.212,137.0,335.0,15.212,45.0,137.0,112.125,112.157,171.71700000000001,112.294,183.911,3.3090000000000002,4.0650000000000004,4.0640000000000001,2.597,4.0579999999999998,2.4209999999999998,1.871,3.8420000000000001,10.358000000000001,19.869,31.219000000000001,9.3770000000000007,5.1840000000000002,3.9470000000000001,4.8609999999999998,1.173,0.52700000000000002,0.30199999999999999,0.112,0.048000000000000001,0.75,94.0,55.0,5.5,0.90000000000000002,4.8799999999999999,19.0,84.0,20.0,28.0,1.9219999999999999,1.9710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
